support,itemsets
0.054000241341860745,"frozenset({'black pepper', 'basil'})"
0.02618559189091348,"frozenset({'butter', 'basil'})"
0.0197900325811512,"frozenset({'basil', 'carrot'})"
0.013334137806202486,"frozenset({'celery', 'basil'})"
0.014178834318812597,"frozenset({'basil', 'chicken broth'})"
0.03004706166284542,"frozenset({'basil', 'egg'})"
0.031012429105828406,"frozenset({'basil', 'extra virgin olive oil'})"
0.059671775069385785,"frozenset({'basil', 'garlic'})"
0.08688306986846868,"frozenset({'basil', 'garlic clove'})"
0.01870399420779534,"frozenset({'garlic powder', 'basil'})"
0.015445879087727767,"frozenset({'basil', 'italian sausage'})"
0.01025702908169422,"frozenset({'basil', 'italian seasoning'})"
0.011162061059490769,"frozenset({'basil', 'lemon juice'})"
0.013334137806202486,"frozenset({'milk', 'basil'})"
0.04163147097864125,"frozenset({'basil', 'mozzarella cheese'})"
0.020634729093761312,"frozenset({'basil', 'mushroom'})"
0.10118257511765416,"frozenset({'basil', 'olive oil'})"
0.08380596114396043,"frozenset({'basil', 'onion'})"
0.08700374079884156,"frozenset({'basil', 'oregano'})"
0.08350428381802824,"frozenset({'parmesan cheese', 'basil'})"
0.04476891516833595,"frozenset({'basil', 'parsley'})"
0.036864969228912754,"frozenset({'basil', 'pepper'})"
0.010377700012067092,"frozenset({'basil', 'red bell pepper'})"
0.011403402920236515,"frozenset({'red onion', 'basil'})"
0.012610112223965247,"frozenset({'basil', 'red pepper'})"
0.03059008084952335,"frozenset({'basil', 'red pepper flake'})"
0.014902859901049836,"frozenset({'basil', 'red wine'})"
0.015445879087727767,"frozenset({'basil', 'ricotta cheese'})"
0.011041390129117895,"frozenset({'basil', 'rosemary'})"
0.08640038614697719,"frozenset({'basil', 'salt'})"
0.010015687220948474,"frozenset({'basil', 'salt black pepper'})"
0.031012429105828406,"frozenset({'basil', 'salt pepper'})"
0.012549776758778811,"frozenset({'basil', 'spinach'})"
0.022565463979727283,"frozenset({'basil', 'sugar'})"
0.01997103897671051,"frozenset({'thyme', 'basil'})"
0.08374562567877399,"frozenset({'basil', 'tomato'})"
0.029624713406540364,"frozenset({'tomato paste', 'basil'})"
0.026306262821286352,"frozenset({'basil', 'tomato sauce'})"
0.03270182213104863,"frozenset({'basil', 'water'})"
0.01610956920477857,"frozenset({'white wine', 'basil'})"
0.018281645951490285,"frozenset({'zucchini', 'basil'})"
0.017436949438880175,"frozenset({'black pepper', 'basil leaf'})"
0.017617955834439484,"frozenset({'basil leaf', 'extra virgin olive oil'})"
0.014118498853626161,"frozenset({'basil leaf', 'garlic'})"
0.031072764571014842,"frozenset({'basil leaf', 'garlic clove'})"
0.014721853505490528,"frozenset({'basil leaf', 'mozzarella cheese'})"
0.03233980933993001,"frozenset({'basil leaf', 'olive oil'})"
0.01749728490406661,"frozenset({'basil leaf', 'onion'})"
0.025099553517557622,"frozenset({'parmesan cheese', 'basil leaf'})"
0.022746470375286595,"frozenset({'basil leaf', 'salt'})"
0.022867141305659467,"frozenset({'basil leaf', 'tomato'})"
0.012670447689151683,"frozenset({'bay leaf', 'black pepper'})"
0.013515144201761796,"frozenset({'bay leaf', 'carrot'})"
0.010679377337999276,"frozenset({'bay leaf', 'garlic'})"
0.022746470375286595,"frozenset({'bay leaf', 'garlic clove'})"
0.020091709907083383,"frozenset({'bay leaf', 'olive oil'})"
0.02684928200796428,"frozenset({'bay leaf', 'onion'})"
0.01556655001810064,"frozenset({'bay leaf', 'oregano'})"
0.011765415711355134,"frozenset({'bay leaf', 'parmesan cheese'})"
0.010679377337999276,"frozenset({'bay leaf', 'parsley'})"
0.019186677929286834,"frozenset({'bay leaf', 'salt'})"
0.010136358151321346,"frozenset({'bay leaf', 'thyme'})"
0.01749728490406661,"frozenset({'bay leaf', 'tomato'})"
0.012127428502473754,"frozenset({'bay leaf', 'tomato paste'})"
0.010498370942439966,"frozenset({'bay leaf', 'water'})"
0.016290575600337878,"frozenset({'black pepper', 'beef'})"
0.03004706166284542,"frozenset({'beef', 'egg'})"
0.017798962229998792,"frozenset({'beef', 'garlic'})"
0.025883914564981295,"frozenset({'beef', 'garlic clove'})"
0.012127428502473754,"frozenset({'beef', 'italian seasoning'})"
0.02582357909979486,"frozenset({'beef', 'mozzarella cheese'})"
0.010558706407626402,"frozenset({'beef', 'mushroom'})"
0.01997103897671051,"frozenset({'beef', 'olive oil'})"
0.044467237842403765,"frozenset({'beef', 'onion'})"
0.02401351514420176,"frozenset({'beef', 'oregano'})"
0.034451550621455294,"frozenset({'beef', 'parmesan cheese'})"
0.01767829129962592,"frozenset({'beef', 'parsley'})"
0.014963195366236274,"frozenset({'beef', 'pepper'})"
0.01025702908169422,"frozenset({'beef', 'ricotta cheese'})"
0.03233980933993001,"frozenset({'beef', 'salt'})"
0.01043803547725353,"frozenset({'beef', 'salt pepper'})"
0.023832508748642452,"frozenset({'beef', 'tomato'})"
0.017919633160371668,"frozenset({'tomato paste', 'beef'})"
0.01701460118257512,"frozenset({'beef', 'tomato sauce'})"
0.014480511644744782,"frozenset({'beef', 'water'})"
0.014058163388439725,"frozenset({'black olive', 'olive oil'})"
0.04066610353565826,"frozenset({'black pepper', 'butter'})"
0.01749728490406661,"frozenset({'black pepper', 'carrot'})"
0.012308434898033065,"frozenset({'black pepper', 'celery'})"
0.01007602268613491,"frozenset({'black pepper', 'chicken breast'})"
0.01924701339447327,"frozenset({'black pepper', 'chicken broth'})"
0.0339688668999638,"frozenset({'black pepper', 'egg'})"
0.04108845179196332,"frozenset({'black pepper', 'extra virgin olive oil'})"
0.052612525642572704,"frozenset({'black pepper', 'garlic'})"
0.07403161578375769,"frozenset({'black pepper', 'garlic clove'})"
0.0166525883914565,"frozenset({'black pepper', 'garlic powder'})"
0.014480511644744782,"frozenset({'black pepper', 'italian seasoning'})"
0.020393387233015568,"frozenset({'black pepper', 'kosher salt'})"
0.015325208157354893,"frozenset({'black pepper', 'lemon juice'})"
0.015506214552914203,"frozenset({'black pepper', 'milk'})"
0.02811632677687945,"frozenset({'black pepper', 'mozzarella cheese'})"
0.016531917461083626,"frozenset({'black pepper', 'mushroom'})"
0.08742608905514662,"frozenset({'black pepper', 'olive oil'})"
0.06582599251840232,"frozenset({'black pepper', 'onion'})"
0.047665017497284905,"frozenset({'black pepper', 'oregano'})"
0.07397128031857125,"frozenset({'black pepper', 'parmesan cheese'})"
0.03915771690599734,"frozenset({'black pepper', 'parsley'})"
0.013816821527693979,"frozenset({'black pepper', 'purpose flour'})"
0.011162061059490769,"frozenset({'black pepper', 'red bell pepper'})"
0.010739712803185713,"frozenset({'black pepper', 'red onion'})"
0.028357668637625195,"frozenset({'black pepper', 'red pepper flake'})"
0.010739712803185713,"frozenset({'black pepper', 'red wine'})"
0.0123687703632195,"frozenset({'black pepper', 'ricotta cheese'})"
0.014058163388439725,"frozenset({'black pepper', 'rosemary'})"
0.11795583443948353,"frozenset({'black pepper', 'salt'})"
0.011101725594304331,"frozenset({'black pepper', 'sea salt'})"
0.011524073850609388,"frozenset({'black pepper', 'spinach'})"
0.013877156992880415,"frozenset({'black pepper', 'sugar'})"
0.01641124653071075,"frozenset({'black pepper', 'thyme'})"
0.051405816338843974,"frozenset({'black pepper', 'tomato'})"
0.01840231688186316,"frozenset({'tomato paste', 'black pepper'})"
0.015264872692168457,"frozenset({'black pepper', 'tomato sauce'})"
0.028055991311693014,"frozenset({'black pepper', 'water'})"
0.021238083745625677,"frozenset({'white wine', 'black pepper'})"
0.011644744780982262,"frozenset({'zucchini', 'black pepper'})"
0.02015204537226982,"frozenset({'breadcrumb', 'egg'})"
0.013877156992880415,"frozenset({'breadcrumb', 'garlic clove'})"
0.013454808736575358,"frozenset({'olive oil', 'breadcrumb'})"
0.010498370942439966,"frozenset({'breadcrumb', 'onion'})"
0.017979968625558104,"frozenset({'parmesan cheese', 'breadcrumb'})"
0.010136358151321346,"frozenset({'parsley', 'breadcrumb'})"
0.014782188970676964,"frozenset({'breadcrumb', 'salt'})"
0.011403402920236515,"frozenset({'butter', 'carrot'})"
0.014058163388439725,"frozenset({'butter', 'chicken breast'})"
0.020815735489320624,"frozenset({'butter', 'chicken broth'})"
0.010619041872812839,"frozenset({'butter', 'cream'})"
0.05321588029443707,"frozenset({'butter', 'egg'})"
0.010558706407626402,"frozenset({'butter', 'egg yolk'})"
0.018885000603354653,"frozenset({'butter', 'extra virgin olive oil'})"
0.0321588029443707,"frozenset({'butter', 'flour'})"
0.03861469771931941,"frozenset({'butter', 'garlic'})"
0.05176782912996259,"frozenset({'butter', 'garlic clove'})"
0.010800048268372149,"frozenset({'butter', 'garlic powder'})"
0.021841438397490046,"frozenset({'butter', 'heavy cream'})"
0.011644744780982262,"frozenset({'butter', 'lemon'})"
0.016290575600337878,"frozenset({'butter', 'lemon juice'})"
0.03927838783637022,"frozenset({'butter', 'milk'})"
0.021660432001930734,"frozenset({'butter', 'mozzarella cheese'})"
0.021600096536744297,"frozenset({'butter', 'mushroom'})"
0.017436949438880175,"frozenset({'butter', 'nutmeg'})"
0.05882707855677567,"frozenset({'butter', 'olive oil'})"
0.05369856401592856,"frozenset({'butter', 'onion'})"
0.020996741884879933,"frozenset({'butter', 'oregano'})"
0.08247858090985881,"frozenset({'butter', 'parmesan cheese'})"
0.03620127911186195,"frozenset({'butter', 'parsley'})"
0.024978882587184746,"frozenset({'butter', 'pepper'})"
0.03608060818148908,"frozenset({'butter', 'purpose flour'})"
0.012670447689151683,"frozenset({'butter', 'red pepper flake'})"
0.012972125015083866,"frozenset({'butter', 'ricotta cheese'})"
0.08332327742246892,"frozenset({'butter', 'salt'})"
0.011282731989863641,"frozenset({'butter', 'salt black pepper'})"
0.029866055267286112,"frozenset({'butter', 'salt pepper'})"
0.012610112223965247,"frozenset({'butter', 'shallot'})"
0.010619041872812839,"frozenset({'butter', 'spinach'})"
0.03233980933993001,"frozenset({'butter', 'sugar'})"
0.023410160492337396,"frozenset({'butter', 'tomato'})"
0.013877156992880415,"frozenset({'butter', 'vanilla extract'})"
0.0265476046820321,"frozenset({'butter', 'water'})"
0.032641486665862196,"frozenset({'white wine', 'butter'})"
0.01025702908169422,"frozenset({'olive oil', 'cannellini bean'})"
0.013997827923253289,"frozenset({'caper', 'garlic clove'})"
0.017376613973693736,"frozenset({'caper', 'olive oil'})"
0.027512972125015085,"frozenset({'celery', 'carrot'})"
0.010679377337999276,"frozenset({'celery rib', 'carrot'})"
0.012791118619524557,"frozenset({'carrot', 'chicken broth'})"
0.016049233739592134,"frozenset({'carrot', 'garlic'})"
0.0321588029443707,"frozenset({'carrot', 'garlic clove'})"
0.03342584771328587,"frozenset({'carrot', 'olive oil'})"
0.04778568842765778,"frozenset({'carrot', 'onion'})"
0.017979968625558104,"frozenset({'carrot', 'oregano'})"
0.02280680584047303,"frozenset({'parmesan cheese', 'carrot'})"
0.01520453722698202,"frozenset({'carrot', 'parsley'})"
0.01007602268613491,"frozenset({'carrot', 'pepper'})"
0.011463738385422952,"frozenset({'carrot', 'red wine'})"
0.024677205261252565,"frozenset({'carrot', 'salt'})"
0.013213466875829612,"frozenset({'carrot', 'salt pepper'})"
0.028418004102811634,"frozenset({'carrot', 'tomato'})"
0.01291178954989743,"frozenset({'tomato paste', 'carrot'})"
0.014601182575117654,"frozenset({'carrot', 'water'})"
0.0123687703632195,"frozenset({'zucchini', 'carrot'})"
0.012489441293592373,"frozenset({'celery', 'garlic'})"
0.019910703511524075,"frozenset({'celery', 'garlic clove'})"
0.02298781223603234,"frozenset({'celery', 'olive oil'})"
0.034330879691082415,"frozenset({'celery', 'onion'})"
0.014118498853626161,"frozenset({'celery', 'oregano'})"
0.0123687703632195,"frozenset({'celery', 'parmesan cheese'})"
0.012549776758778811,"frozenset({'celery', 'parsley'})"
0.016592252926270062,"frozenset({'celery', 'salt'})"
0.02033305176782913,"frozenset({'celery', 'tomato'})"
0.011101725594304331,"frozenset({'celery', 'water'})"
0.011282731989863641,"frozenset({'celery rib', 'onion'})"
0.0148425244358634,"frozenset({'chicken breast', 'garlic clove'})"
0.023530831422710268,"frozenset({'olive oil', 'chicken breast'})"
0.012549776758778811,"frozenset({'chicken breast', 'onion'})"
0.019729697115964763,"frozenset({'parmesan cheese', 'chicken breast'})"
0.01610956920477857,"frozenset({'chicken breast', 'salt'})"
0.016712923856642935,"frozenset({'chicken broth', 'garlic'})"
0.026125256425727043,"frozenset({'chicken broth', 'garlic clove'})"
0.03197779654881139,"frozenset({'olive oil', 'chicken broth'})"
0.03342584771328587,"frozenset({'onion', 'chicken broth'})"
0.029986726197658985,"frozenset({'parmesan cheese', 'chicken broth'})"
0.012610112223965247,"frozenset({'parsley', 'chicken broth'})"
0.022505128514540847,"frozenset({'chicken broth', 'salt'})"
0.015445879087727767,"frozenset({'chicken broth', 'tomato'})"
0.012549776758778811,"frozenset({'white wine', 'chicken broth'})"
0.011765415711355134,"frozenset({'olive oil', 'chicken stock'})"
0.010679377337999276,"frozenset({'onion', 'chicken stock'})"
0.011463738385422952,"frozenset({'parmesan cheese', 'cream'})"
0.01291178954989743,"frozenset({'extra virgin olive oil', 'egg'})"
0.02829733317243876,"frozenset({'flour', 'egg'})"
0.02268613491010016,"frozenset({'garlic', 'egg'})"
0.03722698202003137,"frozenset({'garlic clove', 'egg'})"
0.013877156992880415,"frozenset({'garlic powder', 'egg'})"
0.010196693616507784,"frozenset({'italian breadcrumb', 'egg'})"
0.010196693616507784,"frozenset({'italian sausage', 'egg'})"
0.013696150597321105,"frozenset({'italian seasoning', 'egg'})"
0.012791118619524557,"frozenset({'lasagna noodle', 'egg'})"
0.03849402678894654,"frozenset({'milk', 'egg'})"
0.04736334017135272,"frozenset({'mozzarella cheese', 'egg'})"
0.012549776758778811,"frozenset({'nutmeg', 'egg'})"
0.047061662845420536,"frozenset({'olive oil', 'egg'})"
0.04458790877277664,"frozenset({'onion', 'egg'})"
0.024315192470133945,"frozenset({'oregano', 'egg'})"
0.07560033787860504,"frozenset({'parmesan cheese', 'egg'})"
0.03306383492216725,"frozenset({'parsley', 'egg'})"
0.024073850609388197,"frozenset({'pepper', 'egg'})"
0.03909738144081091,"frozenset({'purpose flour', 'egg'})"
0.03602027271630264,"frozenset({'ricotta cheese', 'egg'})"
0.0832629419572825,"frozenset({'salt', 'egg'})"
0.020091709907083383,"frozenset({'salt pepper', 'egg'})"
0.01134306745505008,"frozenset({'spaghetti sauce', 'egg'})"
0.016833594787015807,"frozenset({'spinach', 'egg'})"
0.04157113551345481,"frozenset({'sugar', 'egg'})"
0.021479425606371425,"frozenset({'tomato', 'egg'})"
0.012791118619524557,"frozenset({'tomato paste', 'egg'})"
0.014601182575117654,"frozenset({'tomato sauce', 'egg'})"
0.017979968625558104,"frozenset({'vanilla extract', 'egg'})"
0.01218776396766019,"frozenset({'vegetable oil', 'egg'})"
0.030650416314709786,"frozenset({'water', 'egg'})"
0.013153131410643176,"frozenset({'white sugar', 'egg'})"
0.011162061059490769,"frozenset({'egg yolk', 'sugar'})"
0.01200675757210088,"frozenset({'garlic clove', 'eggplant'})"
0.010196693616507784,"frozenset({'mozzarella cheese', 'eggplant'})"
0.015506214552914203,"frozenset({'olive oil', 'eggplant'})"
0.011825751176541572,"frozenset({'onion', 'eggplant'})"
0.01134306745505008,"frozenset({'parmesan cheese', 'eggplant'})"
0.012308434898033065,"frozenset({'salt', 'eggplant'})"
0.02847833956799807,"frozenset({'garlic', 'extra virgin olive oil'})"
0.061481839024978883,"frozenset({'garlic clove', 'extra virgin olive oil'})"
0.010920719198745023,"frozenset({'kosher salt', 'extra virgin olive oil'})"
0.01043803547725353,"frozenset({'lemon juice', 'extra virgin olive oil'})"
0.014480511644744782,"frozenset({'mozzarella cheese', 'extra virgin olive oil'})"
0.03155544829250634,"frozenset({'onion', 'extra virgin olive oil'})"
0.019548690720405455,"frozenset({'oregano', 'extra virgin olive oil'})"
0.03270182213104863,"frozenset({'parmesan cheese', 'extra virgin olive oil'})"
0.011403402920236515,"frozenset({'parmigiano reggiano cheese', 'extra virgin olive oil'})"
0.018643658742608905,"frozenset({'parsley', 'extra virgin olive oil'})"
0.015325208157354893,"frozenset({'pepper', 'extra virgin olive oil'})"
0.02244479304935441,"frozenset({'red pepper flake', 'extra virgin olive oil'})"
0.05291420296850489,"frozenset({'salt', 'extra virgin olive oil'})"
0.013877156992880415,"frozenset({'salt black pepper', 'extra virgin olive oil'})"
0.01834198141667672,"frozenset({'salt pepper', 'extra virgin olive oil'})"
0.030891758175455534,"frozenset({'tomato', 'extra virgin olive oil'})"
0.015264872692168457,"frozenset({'water', 'extra virgin olive oil'})"
0.016592252926270062,"frozenset({'white wine', 'extra virgin olive oil'})"
0.013997827923253289,"frozenset({'flat leaf parsley', 'garlic clove'})"
0.011886086641728008,"frozenset({'flat leaf parsley', 'olive oil'})"
0.01007602268613491,"frozenset({'flat leaf parsley', 'salt'})"
0.014721853505490528,"frozenset({'garlic clove', 'flour'})"
0.017376613973693736,"frozenset({'milk', 'flour'})"
0.022505128514540847,"frozenset({'olive oil', 'flour'})"
0.012670447689151683,"frozenset({'onion', 'flour'})"
0.019066006998913962,"frozenset({'parmesan cheese', 'flour'})"
0.03481356341257391,"frozenset({'salt', 'flour'})"
0.021479425606371425,"frozenset({'sugar', 'flour'})"
0.01520453722698202,"frozenset({'water', 'flour'})"
0.011041390129117895,"frozenset({'italian sausage', 'garlic'})"
0.01677325932182937,"frozenset({'garlic', 'italian seasoning'})"
0.01309279594545674,"frozenset({'lemon juice', 'garlic'})"
0.012067093037287318,"frozenset({'milk', 'garlic'})"
0.02775431398576083,"frozenset({'mozzarella cheese', 'garlic'})"
0.021358754675998553,"frozenset({'mushroom', 'garlic'})"
0.09629540243755279,"frozenset({'olive oil', 'garlic'})"
0.07523832508748643,"frozenset({'onion', 'garlic'})"
0.04688065644986123,"frozenset({'garlic', 'oregano'})"
0.07167853264148667,"frozenset({'parmesan cheese', 'garlic'})"
0.04048509714009895,"frozenset({'parsley', 'garlic'})"
0.022143115723422226,"frozenset({'pepper', 'garlic'})"
0.010739712803185713,"frozenset({'garlic', 'red bell pepper'})"
0.02648726921684566,"frozenset({'red pepper flake', 'garlic'})"
0.01218776396766019,"frozenset({'garlic', 'red wine'})"
0.01007602268613491,"frozenset({'ricotta cheese', 'garlic'})"
0.013213466875829612,"frozenset({'rosemary', 'garlic'})"
0.06902377217328345,"frozenset({'garlic', 'salt'})"
0.015687220948473513,"frozenset({'salt black pepper', 'garlic'})"
0.0296850488717268,"frozenset({'salt pepper', 'garlic'})"
0.012549776758778811,"frozenset({'garlic', 'spinach'})"
0.011282731989863641,"frozenset({'garlic', 'sugar'})"
0.01200675757210088,"frozenset({'thyme', 'garlic'})"
0.057017014601182574,"frozenset({'garlic', 'tomato'})"
0.02051405816338844,"frozenset({'tomato paste', 'garlic'})"
0.017195607578134427,"frozenset({'garlic', 'tomato sauce'})"
0.026607940147218536,"frozenset({'garlic', 'water'})"
0.02117774828043924,"frozenset({'white wine', 'garlic'})"
0.01327380234101605,"frozenset({'zucchini', 'garlic'})"
0.010739712803185713,"frozenset({'garlic clove', 'green pepper'})"
0.011524073850609388,"frozenset({'heavy cream', 'garlic clove'})"
0.010860383733558585,"frozenset({'garlic clove', 'italian parsley'})"
0.020936406419693496,"frozenset({'italian sausage', 'garlic clove'})"
0.021238083745625677,"frozenset({'garlic clove', 'italian seasoning'})"
0.01586822734403282,"frozenset({'kosher salt', 'garlic clove'})"
